max_bins,interactions,outer_bags,learning_rate,min_samples_leaf,max_leaves,random_state,threshold,train_precision,train_recall,train_f1,train_auc,test_precision,test_recall,test_f1,test_auc
256,0,8,0.01,2,3,42,0.3,0.8514545801769686,0.9849048267736829,0.9133307157855204,0.8994806015109447,0.8862546962041715,0.9704922684068662,0.926462621885157,0.8179928649775965
256,0,8,0.01,2,3,42,0.4,0.8702982710835423,0.9711350833916277,0.9179557674572378,0.8994806015109447,0.8966908797417272,0.9456660519222585,0.9205275150176069,0.8179928649775965
256,0,8,0.01,2,3,42,0.5,0.8894048847609219,0.9519163506498288,0.9195995091675411,0.8994806015109447,0.9072931276297336,0.9177188253653,0.912476197193032,0.8179928649775965
256,0,8,0.01,2,3,42,0.6,0.9064226145348208,0.9243768638857185,0.915311702515494,0.8994806015109447,0.9192233585297169,0.8798411122144985,0.8991011887503624,0.8179928649775965
256,0,8,0.01,2,3,42,0.7,0.9253288078065337,0.8832885387135967,0.9038200723327305,0.8994806015109447,0.9333015721772272,0.833735281600227,0.8807133223437734,0.8179928649775965
256,0,8,0.01,2,3,42,0.8,0.9481717833735771,0.8096167298700342,0.873433559072945,0.8994806015109447,0.9464096215068978,0.759114768052206,0.8424781547665906,0.8179928649775965
256,10,8,0.01,2,3,42,0.3,0.8537674181307994,0.9857884466698575,0.9150404975906496,0.9043379433630727,0.8861725520631225,0.9719109093488438,0.927063599458728,0.818790075542934
256,10,8,0.01,2,3,42,0.4,0.8730757771377495,0.9709878134089319,0.9194324362013666,0.9043379433630727,0.8978877976590879,0.9468009646758405,0.9216958983565806,0.818790075542934
256,10,8,0.01,2,3,42,0.5,0.8928127159640635,0.9512904532233718,0.9211244006345698,0.9043379433630727,0.9084655341850344,0.9180025535536955,0.9132091447925487,0.818790075542934
256,10,8,0.01,2,3,42,0.6,0.9109875331661397,0.9227937115717388,0.9168526173318213,0.9043379433630727,0.9200535953550693,0.8767201021421478,0.8978643033560947,0.818790075542934
256,10,8,0.01,2,3,42,0.7,0.9294310082953616,0.8786495342586798,0.9033271509141149,0.9043379433630727,0.9336660763162131,0.8226698822528018,0.8746606334841629,0.818790075542934
256,10,8,0.01,2,3,42,0.8,0.9509812434873219,0.8064136077464011,0.8727511804434881,0.9043379433630727,0.9475197699496765,0.7479075046105831,0.8359628954253548,0.818790075542934
256,20,8,0.01,2,3,42,0.3,0.8555960137983902,0.9862302566179448,0.9162804221040209,0.9085962202634015,0.8872599896211728,0.9702085402184707,0.9268821576201125,0.8192633205461147
