max_depth,min_samples_split,min_samples_leaf,class_weight_factor,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,n_leaves_mean,n_leaves_std
5,80,60,0.6,0.8883280709916768,0.024269806189014136,0.9087622592600233,0.018051016104985,0.898210367195942,0.014489257340298324,29.4,1.949358868961793
5,80,60,0.7,0.882263421677583,0.027586744936514168,0.920273580988081,0.015628487760661003,0.9006000175043889,0.014534867064755073,28.8,1.4832396974191326
5,80,60,0.8,0.8791630005925789,0.025087295170265457,0.9269894374440246,0.022506917699157476,0.9022457539583193,0.0185927995413462,29.2,1.3038404810405297
5,80,60,0.9,0.8704657983771327,0.025055455259731334,0.9372885240174194,0.024989267277942442,0.90250588148945,0.02174947251037796,29.2,1.3038404810405297
5,80,60,1.0,0.8625092540502329,0.02569094552977628,0.9571424260889672,0.006964258054606424,0.9072571320843787,0.016861288846947597,28.8,2.16794833886788
5,80,70,0.6,0.8887163074340029,0.023967619124688682,0.9075113408835309,0.019438983959119294,0.8977837143313518,0.0145696147921762,28.6,2.073644135332772
5,80,70,0.7,0.8834476075153729,0.02713594048703063,0.9191271152154862,0.013528023828758907,0.9007055363063037,0.014610204821412467,28.4,1.949358868961793
5,80,70,0.8,0.8795986241310775,0.0244812110462976,0.9265617242805948,0.021889374816790423,0.9023032318270575,0.018773390521314767,28.6,2.073644135332772
5,80,70,0.9,0.8708560644166171,0.024579270287079763,0.9364359234997395,0.0244099035398787,0.9023346092952629,0.021531937211414394,28.2,2.280350850198276
5,80,70,1.0,0.8616196449197009,0.025677637321881313,0.9581526414893317,0.006304169533674232,0.9072183976469775,0.016789938786285614,27.6,2.7928480087537886
5,100,40,0.6,0.8867291939280353,0.025108181108625862,0.91292366401472,0.015163565618298,0.8994154044456268,0.013596661303715108,29.8,1.7888543819998315
5,100,40,0.7,0.8821990668474186,0.027687726021159757,0.921228368744076,0.014014877605756359,0.9010394258909477,0.0145036844873782,29.4,1.673320053068151
5,100,40,0.8,0.880461588712433,0.023517057711597147,0.9269582689486537,0.021624436189695694,0.9029128978200331,0.016882502957967376,29.4,1.673320053068151
5,100,40,0.9,0.8703916620287078,0.02535377450259044,0.9373953031174445,0.02321298041840736,0.9025228745030089,0.021246560869385627,29.6,1.673320053068151
5,100,40,1.0,0.8620421784674823,0.02551371153697444,0.9576420821473409,0.006669423583553525,0.9072107283994679,0.016285520016650776,29.0,2.449489742783178
5,100,50,0.6,0.8874428805399756,0.024080679164619048,0.912356742667537,0.016109698254451726,0.8995204157789052,0.013687790414774784,29.8,1.7888543819998315
5,100,50,0.7,0.8820783250663229,0.027607558060587265,0.9210723401758555,0.014668110572632067,0.9009087592345721,0.014977375787127963,29.2,1.6431676725154982
5,100,50,0.8,0.879082018288791,0.02499886206687325,0.926827843302213,0.02239967097593578,0.902127144504061,0.0184869685460999,29.4,1.673320053068151
5,100,50,0.9,0.8707842104977143,0.024938055387578865,0.9367880914328012,0.02429637704850326,0.9024528080245794,0.02152569413889072,29.4,1.673320053068151
5,100,50,1.0,0.8621496817945387,0.026361494482024416,0.9578060356876419,0.006899311349008042,0.9073361523949706,0.0168465358393431,29.0,2.449489742783178
