#;Filename;FPS
511;BOWL_D14_4D;19.76
512;BOWL_D14_5D;19.76
513;BOWL_D17_1D;29.78
514;BOWL_D17_2D;29.78
515;BOWL_D17_3D;29.78
516;BOWL_D17_4D;19.76
517;BOWL_D17_5D;19.76
518;BOWL_F01_1D;29.78
519;BOWL_F01_2D;29.78
520;BOWL_F01_3D;29.78
521;BOWL_F01_4D;29.78
522;BOWL_F01_5D;29.78
523;BOWL_F04_1D;29.78
524;BOWL_F04_2D;29.78
525;BOWL_F04_3D;19.76
526;BOWL_F04_4D;19.76
527;BOWL_F04_5D;29.78
528;BOWL_F05_1D;29.78
529;BOWL_F05_2D;29.78
530;BOWL_F05_3D;29.78
531;BOWL_F05_4D;29.78
532;BOWL_F05_5D;29.78
533;BOWL_F06_1D;29.78
534;BOWL_F06_2D;29.78
535;BOWL_F06_3D;29.78
536;BOWL_F06_4D;29.78
537;BOWL_F06_5D;29.78
538;BOWL_F07_1D;29.78
539;BOWL_F07_2D;29.78
540;BOWL_F07_3D;29.78
541;BOWL_F07_4D;29.78
542;BOWL_F07_5D;29.78
543;BOWL_F08_1D;29.78
544;BOWL_F08_2D;29.78
545;BOWL_F08_3D;29.78
546;BOWL_F08_4D;29.78
547;BOWL_F08_5D;29.78
548;BOWL_F09_1D;29.78
549;BOWL_F09_2D;29.78
550;BOWL_F09_3D;29.78
551;BOWL_F09_4D;29.78
552;BOWL_F09_5D;29.78
553;BOWL_F11_1D;29.78
554;BOWL_F11_2D;29.78
555;BOWL_F11_3D;29.78
556;BOWL_F11_4D;29.78
557;BOWL_F11_5D;29.78
558;BOWL_F14_1D;19.76
559;BOWL_F14_2D;19.76
560;BOWL_F14_3D;19.76
561;BOWL_F14_4D;19.76
562;BOWL_F14_5D;29.78
563;BOWL_F15_1D;29.78
564;BOWL_F15_2D;29.78
565;BOWL_F15_3D;29.78
566;BOWL_F15_4D;29.78
567;BOWL_F15_5D;29.78
568;BOWL_F26_1D;29.78
569;BOWL_F26_2D;29.78
570;BOWL_F26_3D;29.78
571;BOWL_F26_4D;29.78
572;BOWL_F26_5D;29.78
573;BOWL_F28_1D;29.78
574;BOWL_F28_2D;29.78
575;BOWL_F28_3D;29.78
576;BOWL_F28_4D;29.78
577;BOWL_F28_5D;29.78
578;BOWL_F29_1D;29.78
579;BOWL_F29_2D;29.78
580;BOWL_F29_3D;29.78
581;BOWL_F29_4D;29.78
582;BOWL_F29_5D;29.78
583;BOWL_F30_1D;29.78
584;BOWL_F30_2D;29.78
585;BOWL_F30_3D;29.79
586;BOWL_F30_4D;29.78
587;BOWL_F30_5D;29.78
588;BOWL_F34_1D;29.78
589;BOWL_F34_2D;29.78
590;BOWL_F34_3D;29.78
591;BOWL_F34_4D;29.78
592;BOWL_F34_5D;29.78
593;BOWL_F36_1D;29.78
594;BOWL_F36_2D;29.78
595;BOWL_F36_3D;29.78
596;BOWL_F36_4D;29.78
597;BOWL_F36_5D;29.78
598;BOWL_F37_1D;29.78
599;BOWL_F37_2D;29.78
600;BOWL_F37_3D;29.78
601;BOWL_F37_4D;29.78
602;BOWL_F37_5D;29.78
603;BOWL_F38_1D;29.78
604;BOWL_F38_2D;29.78
605;BOWL_F38_3D;29.78
606;BOWL_F38_4D;29.78
607;BOWL_F38_5D;29.78
608;BOWL_F40_1D;29.78
609;BOWL_F40_2D;29.78
610;BOWL_F40_3D;29.78
611;BOWL_F40_4D;29.78
612;BOWL_F40_5D;29.78
613;BOWL_F43_1D;29.78
614;BOWL_F43_2D;29.78
615;BOWL_F43_3D;29.77
616;BOWL_F43_4D;29.78
617;BOWL_F43_5D;29.78
618;BOWL_F48_1D;29.78
619;BOWL_F48_2D;29.78
620;BOWL_F48_3D;29.78
621;BOWL_F48_4D;29.78
622;BOWL_F48_5D;29.78
623;BOWL_F52_1D;29.78
624;BOWL_F52_2D;29.78
625;BOWL_F52_3D;29.78
626;BOWL_F52_4D;29.78
627;BOWL_F52_5D;29.78
628;BOWL_F54_1D;29.78
629;BOWL_F54_2D;29.78
630;BOWL_F54_3D;29.78
631;BOWL_F54_4D;29.78
632;BOWL_F54_5D;29.78
633;BOWL_J01_1D;19.76
634;BOWL_J01_2D;19.76
635;BOWL_J01_3D;19.76
636;BOWL_J01_4D;19.76
637;BOWL_J01_5D;19.76
638;BOWL_J05_1D;19.76
639;BOWL_J05_2D;19.76
640;BOWL_J05_3D;19.76
641;BOWL_J05_4D;19.76
642;BOWL_J05_5D;19.76
643;BOWL_J06_1D;29.78
644;BOWL_J06_2D;29.78
645;BOWL_J06_3D;29.78
646;BOWL_J06_4D;29.78
647;BOWL_J06_5D;29.78
648;BOWL_J14_1D;19.76
649;BOWL_J14_2D;19.76
650;BOWL_J14_3D;19.76
651;BOWL_J14_4D;19.76
652;BOWL_J14_5D;19.76
653;BOWL_J19_1D;29.78
654;BOWL_J19_2D;29.78
655;BOWL_J19_3D;29.78
656;BOWL_J19_4D;29.78
657;BOWL_J19_5D;29.78
658;BOWL_J23_1D;29.78
659;BOWL_J23_2D;29.78
660;BOWL_J23_3D;29.78
661;BOWL_J23_4D;29.78
662;BOWL_J23_5D;29.78
663;BOWL_J24_1D;19.76
664;BOWL_J24_2D;19.76
665;BOWL_J24_3D;19.76
666;BOWL_J24_4D;19.76
667;BOWL_J24_5D;19.76
668;BOWL_J57_1D;29.78
669;BOWL_J57_2D;29.78
670;BOWL_J57_3D;29.78
671;BOWL_J57_4D;29.78
672;BOWL_J57_5D;29.78
