max_bins,interactions,greedy_ratio,smoothing_rounds,min_samples_leaf,max_leaves,outer_bags,learning_rate,random_state,threshold,train_precision,train_recall,train_fbeta,train_auc,test_precision,test_recall,test_fbeta,test_auc,train_time_sec
256,0,0.0,0,2,4,8,0.01,42,0.8,0.9506987040538671,0.8346762764708264,0.9187707530140619,0.8933944187274836,0.9174659561870929,0.8144644171134238,0.889348025711662,0.8831461966671335,23.128401517868042
256,0,0.0,0,2,5,8,0.01,42,0.3,0.8641235368777324,0.9924282301494108,0.8929856360837608,0.8951901670006227,0.8020079979579682,0.9908546199936928,0.8421334762798177,0.8824226724690424,22.701319217681885
256,0,0.0,0,2,5,8,0.01,42,0.4,0.877165752237944,0.9839656638458112,0.9016315891994175,0.8951901670006227,0.8196274819891056,0.9806580468832125,0.8547149499530452,0.8824226724690424,22.701319217681885
256,0,0.0,0,2,5,8,0.01,42,0.5,0.8921276278514985,0.9691055593796818,0.9102024129833336,0.8951901670006227,0.8409696079331558,0.9627877641122674,0.8684397667472621,0.8824226724690424,22.701319217681885
256,0,0.0,0,2,5,8,0.01,42,0.6,0.9095256609642302,0.9472000647851966,0.9186604749796283,0.8951901670006227,0.8655903520715814,0.9355618627141806,0.8820833023613073,0.8824226724690424,22.701319217681885
256,0,0.0,0,2,5,8,0.01,42,0.7,0.9288142620232173,0.9071142243997247,0.9232924982226939,0.8951901670006227,0.8897159031345004,0.8921475875118259,0.8903225806451613,0.8824226724690424,22.701319217681885
256,0,0.0,0,2,5,8,0.01,42,0.8,0.9507509444393255,0.835607563671701,0.9190892389912598,0.8951901670006227,0.9174550614947966,0.815515610217597,0.8896533929646513,0.8824226724690424,22.701319217681885
256,0,10.0,0,2,3,8,0.01,42,0.3,0.8633382695155489,0.9914564522006721,0.8921599883406357,0.8891736481350492,0.8007132546488919,0.9912750972353621,0.8411381678708411,0.8857891495729602,24.198797464370728
256,0,10.0,0,2,3,8,0.01,42,0.4,0.8763631111432079,0.9827104506620238,0.900732053554032,0.8891736481350492,0.8211053510236359,0.9823399558498896,0.8562396921385377,0.8857891495729602,24.198797464370728
256,0,10.0,0,2,3,8,0.01,42,0.5,0.8912313432835821,0.9671215127343402,0.9090649590378412,0.8891736481350492,0.8434654649130875,0.9640491958372753,0.8706921105098263,0.8857891495729602,24.198797464370728
